@relation hawks

@attribute id NUMERIC
@attribute month NUMERIC
@attribute day NUMERIC
@attribute year NUMERIC
@attribute captureTime DATE "HH:mm"
@attribute releaseTime DATE "HH:mm"
@attribute age {I, A}
@attribute sex {F, M}
@attribute wing NUMERIC
@attribute weight NUMERIC
@attribute culmen NUMERIC
@attribute hallux NUMERIC
@attribute tail NUMERIC
@attribute species {CH, RT, SS}

@data
384,10,8,1998,11:22,11:41,I,?,405,1189,27.7,31.3,210,RT
385,10,8,1998,11:26,11:46,I,?,382,979,24.8,27.9,225,RT
386,10,9,1998,12:30,12:49,A,M,165,96,10.7,11.4,125,SS
387,10,9,1998,11:10,11:35,I,?,407,1339,27.3,33.4,246,RT
388,10,9,1998,12:54,13:08,I,?,403,1199,28.8,31,225,RT
389,10,10,1998,11:25,?,I,?,406,1344,27.9,33.1,230,RT
390,10,10,1998,14:45,?,I,?,381,969,26.1,31.1,220,RT
391,10,12,1998,11:45,?,I,?,395,1039,26,29.7,230,RT
392,10,12,1998,10:42,?,I,?,410,1054,28.5,31.5,233,RT
393,10,12,1998,09:45,?,A,F,243,334,17.5,19.2,196,CH
394,10,14,1998,10:45,?,I,M,170,101,9.8,11,135,SS
395,10,15,1998,14:10,?,A,F,210,181,12.2,15,170,SS
396,10,21,1998,11:15,?,A,?,425,1449,30.3,33,232,RT
397,10,22,1998,12:10,?,I,?,402,985,26.6,29.8,234,RT
398,10,26,1998,12:25,?,A,?,480,1598,34.2,35.4,239,RT
399,10,26,1998,11:00,?,I,?,412,992,30.1,31.5,230,RT
400,10,29,1998,12:05,?,I,F,260,569,19.1,24,227,CH
401,11,2,1998,10:15,?,A,?,381,1354,28.2,32,213,RT
402,11,3,1998,11:45,?,A,?,392,969,25.9,29,207,RT
403,11,4,1998,14:30,?,I,?,382,1080,25.3,31,214,RT
404,11,4,1998,13:30,?,A,F,196,185,12.5,14,146,SS
405,11,9,1998,14:35,?,A,?,391,1097,27.9,32.8,217,RT
406,11,11,1998,10:40,?,A,?,397,1439,28.8,31.4,216,RT
408,11,11,1998,14:01,?,I,?,376,1019,25.8,29.5,216,RT
409,11,12,1998,10:17,?,A,?,410,1239,29.5,31.8,222,RT
410,11,18,1998,12:15,?,I,?,381,1399,27.6,31.3,288,RT
411,11,19,1998,10:25,?,I,?,396,1169,27.5,25.2,238,RT
412,11,20,1998,11:55,?,I,?,383,1164,27,29.9,199,RT
413,11,20,1998,14:53,?,I,F,203,176,11.5,14.7,161,SS
415,9,7,1999,10:35,?,I,F,255,429,19,22.9,208,CH
416,9,10,1999,12:10,?,I,F,196,160,12.3,14.7,137,SS
417,9,13,1999,01:31,?,I,M,168,105,10.2,11,143,SS
418,9,14,1999,11:48,?,I,?,392,890,24.1,29.2,219,RT
419,9,16,1999,12:52,?,I,M,163,100,9.7,11.6,128,SS
421,9,18,1999,14:15,?,I,?,395,1215,28.3,33,236,RT
422,9,18,1999,14:00,?,I,M,163,100,9.9,11.3,131,SS
423,9,18,1999,11:30,?,I,?,370,1030,27.6,31.4,225,RT
424,9,20,1999,13:07,?,A,M,225,340,15.7,19.4,190,CH
425,9,21,1999,10:30,?,I,F,197,165,11.9,9.6,150,SS
426,9,21,1999,11:52,?,I,?,376,985,26.4,30.3,223,RT
427,9,22,1999,11:35,?,I,?,372,975,26.5,31.6,225,RT
428,9,23,1999,11:00,?,I,?,391,1165,28.2,32.4,241,RT
429,9,24,1999,11:05,?,I,?,165,95,9.7,11.2,136,SS
430,9,24,1999,10:15,?,I,?,364,1044,23.5,29,210,RT
431,9,25,1999,15:30,?,A,F,202,180,12.9,15,160,SS
432,9,25,1999,12:08,?,I,M,163,125,9.7,10.9,135,SS
434,9,25,1999,11:10,?,I,?,375,890,24.6,28,219,RT
435,9,26,1999,12:08,?,I,?,392,1105,26.4,33.6,229,RT
436,9,29,1999,15:08,?,A,?,398,1310,28.3,35.2,211,RT
437,9,30,1999,15:45,?,I,?,371,895,26.8,31,204,RT
438,9,30,1999,10:17,?,A,?,367,1060,26.8,31,204,RT
439,9,30,1999,12:12,?,A,F,193,165,13.2,14.6,146,SS
440,10,2,1999,13:00,?,A,?,375,960,28.9,29.3,214,RT
441,10,4,1999,10:55,?,I,?,408,1270,29.4,33,236,RT
442,10,4,1999,11:11,?,A,F,252,540,20,28.8,185,CH
443,10,5,1999,12:30,?,A,M,237,365,17.3,19.9,195,CH
444,10,5,1999,14:24,?,I,?,399,1170,28.3,29.9,247,RT
445,10,6,1999,11:35,?,A,F,268,590,20,19.9,215,CH
446,10,7,1999,12:00,?,I,?,388,1225,29,31.5,227,RT
447,10,8,1999,12:35,?,A,F,200,175,12.3,15.6,155,SS
448,10,11,1999,14:10,?,I,F,192,170,12.4,15.5,159,SS
449,10,11,1999,12:55,?,A,M,167,100,10,11.3,132,SS
450,10,11,1999,13:08,?,I,?,370,1060,26.6,31.9,225,RT
451,10,11,1999,09:20,?,A,M,162,110,10,11.8,130,SS
452,10,12,1999,12:31,?,I,?,363,850,25.5,30,220,RT
453,10,12,1999,13:10,?,I,?,371,1145,25.5,10.3,215,RT
454,10,13,1999,10:25,?,A,F,199,165,12.5,15.7,161,SS
455,10,14,1999,13:21,?,I,?,386,1090,26.1,28.2,226,RT
456,10,14,1999,15:10,?,I,?,400,1345,32.6,33.9,227,RT
457,10,14,1999,09:38,?,I,?,390,1050,26.6,29,236,RT
458,10,14,1999,10:43,?,A,F,199,200,12.5,14.9,169,SS
459,10,14,1999,09:45,?,A,F,254,505,19.6,24,212,CH
460,10,15,1999,12:40,?,A,?,382,1040,27.1,30.8,210,RT
461,10,15,1999,13:39,?,A,F,196,155,12.7,14.3,164,SS
462,10,15,1999,11:13,?,I,?,354,965,26.2,28.5,226,RT
463,10,15,1999,13:11,?,I,?,403,1105,28.9,33.2,242,RT
464,10,15,1999,15:00,?,I,F,194,155,12.6,13.7,153,SS
465,10,15,1999,15:00,?,I,?,375,1045,27.2,30,221,RT
466,10,15,1999,11:05,?,I,?,369,900,24.4,27.3,220,RT
467,10,15,1999,11:20,?,I,?,368,1015,25.7,30.3,219,RT
468,10,16,1999,09:01,?,A,?,393,1385,27.9,32.6,225,RT
469,10,20,1999,09:23,?,I,?,370,1165,26,31.5,221,RT
470,10,20,1999,09:52,?,I,?,378,905,28,32.3,215,RT
471,10,21,1999,13:15,?,I,?,369,985,26,31.1,223,RT
472,10,21,1999,13:49,?,I,?,364,800,25.5,28.6,219,RT
473,10,22,1999,14:45,?,I,?,387,995,26.9,31.4,235,RT
474,10,23,1999,10:08,?,A,?,410,1460,29.4,33.6,216,RT
475,10,23,1999,10:50,?,I,F,194,165,11.9,14.1,151,SS
476,10,25,1999,11:29,?,A,?,410,1585,30.6,39.8,130,RT
477,10,27,1999,12:27,?,A,F,194,185,13.1,15.5,154,SS
478,10,27,1999,13:35,?,I,?,373,920,25,28.3,223,RT
479,11,1,1999,14:08,?,I,?,390,1460,29.3,35.6,221,RT
480,11,2,1999,14:39,?,A,?,404,1315,30,32.5,220,RT
481,11,2,1999,15:33,?,I,?,375,1019,26,29.9,186,RT
482,11,3,1999,13:05,?,I,?,395,1215,29.7,31.3,217,RT
483,11,3,1999,11:28,?,I,?,379,1005,27.8,31.4,209,RT
484,11,4,1999,13:07,?,I,?,382,1350,27.9,29.9,215,RT
485,11,4,1999,11:50,?,I,?,404,1145,27.7,31.8,214,RT
486,11,5,1999,13:56,?,A,F,205,175,12.25,15.5,169,SS
487,11,5,1999,09:40,?,A,?,377,1010,25.4,29,207,RT
488,11,6,1999,10:40,?,I,M,184,155,12,14.9,153,SS
489,11,8,1999,11:39,?,I,?,390,1120,26.6,30,210,RT
490,11,9,1999,14:00,?,A,?,404,280,28.2,31.55,224,RT
491,11,10,1999,11:48,?,I,?,351,775,25.4,29.3,200,RT
492,11,10,1999,12:55,?,I,?,394,1210,29.4,31.7,207,RT
493,11,10,1999,12:55,?,A,M,175,107,10,11.4,137,SS
494,11,12,1999,10:00,?,A,?,372,909,24.4,25.4,212,RT
495,11,13,1999,11:35,?,I,M,169,95,10,11.85,132,SS
496,11,13,1999,10:27,?,I,?,376,1145,25.1,31.55,226,RT
497,11,13,1999,14:30,?,I,?,399,1150,27.2,29.55,232,RT
498,11,17,1999,12:15,?,I,?,399,1560,30,33.85,228,RT
499,11,19,1999,14:00,?,I,?,357,940,23.6,28.35,205,RT
500,9,7,2000,10:48,?,I,F,195,145,11.7,14.6,155,SS
501,9,7,2000,14:10,?,I,?,400,1089,27.3,33.1,228,RT
502,9,9,2000,11:54,?,I,?,382,1194,29.4,33.8,237,RT
503,9,9,2000,12:25,?,I,M,161,95,10.1,11.3,135,SS
504,9,13,2000,10:25,?,I,?,390,1015,28,30.1,230,RT
505,9,13,2000,10:15,?,I,?,379,975,24.1,29.1,219,RT
506,9,13,2000,12:45,?,I,?,376,1035,26.8,30.5,223,RT
507,9,13,2000,01:15,?,A,?,331,1055,27,30.4,210,RT
508,9,13,2000,13:50,?,I,?,371,945,26.1,30.2,222,RT
509,9,14,2000,10:30,?,I,M,160,90,11,11.8,124,SS
510,9,15,2000,11:30,?,I,?,361,785,25.2,28.7,201,RT
511,9,16,2000,12:05,?,A,F,268,56,19.3,26.1,206,CH
512,9,18,2000,13:11,?,I,?,394,1220,30.3,34.5,234,RT
513,9,18,2000,09:58,?,A,F,191,175,13,15.3,149,SS
514,9,18,2000,10:30,?,A,?,358,1025,27.4,29,204,RT
515,9,18,2000,13:25,?,I,?,380,1000,26.9,29,204,RT
516,9,21,2000,09:29,?,A,F,188,175,12.1,14.2,154,SS
517,9,21,2000,09:38,?,I,?,397,1210,28.3,34,224,RT
518,9,21,2000,09:35,?,A,F,196,180,13.1,13.9,150,SS
519,9,21,2000,10:35,?,A,F,190,175,12.8,14.6,147,SS
520,9,22,2000,11:35,?,I,M,161,90,9.8,11.1,130,SS
521,9,25,2000,12:10,?,A,F,145,320,16.5,20.5,180,CH
522,9,25,2000,14:02,?,I,?,392,1185,28.5,33,229,RT
524,9,25,2000,11:34,?,I,M,230,350,16.4,21.3,187,CH
526,9,26,2000,14:12,?,I,?,363,950,24.6,30.3,214,RT
527,9,26,2000,12:23,?,I,M,162,85,10.1,11.4,132,SS
528,9,26,2000,12:05,?,I,?,374,895,26.4,30.8,219,RT
529,9,26,2000,12:35,?,I,?,412,1150,27.8,33.2,230,RT
530,9,26,2000,13:39,?,I,F,272,565,20.7,24,219,CH
531,9,26,2000,14:33,?,I,?,388,950,26.5,32.2,230,RT
532,9,27,2000,10:40,?,I,?,371,990,26.9,29.7,217,RT
533,9,27,2000,11:35,?,I,M,225,325,15.8,18.7,179,CH
534,9,27,2000,12:58,?,I,?,391,1120,29,33.9,225,RT
535,9,28,2000,13:32,?,I,M,163,90,9.8,11.5,123,SS
536,9,29,2000,13:34,?,I,F,410,1120,28.5,33.6,229,RT
537,9,29,2000,09:50,?,I,?,368,820,25.2,28.7,215,RT
538,9,29,2000,12:06,?,I,F,410,1200,26.7,29.4,247,RT
539,9,29,2000,12:20,?,A,F,425,1120,29.4,33.3,222,RT
540,9,30,2000,13:18,?,I,?,368,1120,24.7,30.8,220,RT
541,9,30,2000,14:52,?,I,?,392,1220,27.3,34.1,234,RT
542,10,1,2000,10:35,?,I,M,250,470,18.9,25.3,192,SS
543,10,1,2000,11:40,?,I,?,418,1310,29.1,31.9,248,RT
544,10,2,2000,12:10,?,I,?,370,920,26.8,29.7,221,RT
545,10,3,2000,12:40,?,A,M,170,100,10.9,12.2,132,SS
546,10,3,2000,13:23,?,A,F,203,180,13.2,15.6,162,SS
547,10,4,2000,14:25,?,A,?,370,955,26.5,30.5,218,RT
548,10,4,2000,11:30,?,A,?,408,1225,28.8,32.7,225,RT
549,10,6,2000,12:20,?,A,?,393,1400,27.9,35.3,215,RT
550,10,7,2000,13:00,?,I,?,365,1025,24.6,30.1,225,RT
551,10,7,2000,14:30,?,I,?,405,1140,28.2,31.9,244,RT
552,10,7,2000,10:25,?,I,?,381,1080,26.1,31.6,232,RT
553,10,7,2000,11:47,?,I,?,390,1135,27.6,31.1,238,RT
554,10,7,2000,13:00,?,I,?,384,1430,29.8,35,231,RT
555,10,8,2000,13:30,?,I,?,390,1050,25.6,29.9,218,RT
556,10,8,2000,13:30,?,I,?,381,920,27,29.6,223,RT
557,10,9,2000,15:01,?,A,F,194,175,12.4,14,152,SS
558,10,9,2000,14:00,?,I,?,371,905,23.6,26.8,197,RT
559,10,9,2000,14:50,?,I,?,356,915,26.4,28.9,195,RT
560,10,9,2000,13:20,?,I,?,377,910,25,29,206,RT
561,10,10,2000,10:52,?,I,?,362,950,25.4,29.7,213,RT
562,10,11,2000,14:05,?,A,M,165,105,10.1,11.8,127,SS
563,10,12,2000,10:40,?,A,M,155,100,9.3,11.8,122,SS
564,10,12,2000,11:56,?,I,?,400,1225,27.3,34.2,222,RT
565,10,13,2000,12:59,?,A,M,161,105,10.4,12,124,SS
566,10,13,2000,09:55,?,I,?,387,1090,27.9,32.4,227,RT
567,10,13,2000,10:27,?,I,?,409,1350,30,32.7,235,RT
568,10,13,2000,10:43,?,A,F,195,200,13,13.4,158,SS
569,10,13,2000,12:24,?,A,F,196,200,13.5,15.4,150,SS
570,10,14,2000,15:12,?,A,M,169,100,10,11.7,133,SS
571,10,14,2000,12:25,?,I,?,385,940,26.2,30.5,228,RT
572,10,14,2000,13:29,?,I,?,377,920,24.7,29.3,219,RT
573,10,14,2000,10:10,?,I,?,400,1190,29.4,33.3,231,RT
574,10,15,2000,14:00,?,I,M,164,90,9.4,10.7,127,SS
575,10,16,2000,14:26,?,A,M,165,95,10.4,11.4,127,SS
576,10,17,2000,14:38,?,I,?,363,915,25,28.3,209,RT
577,10,18,2000,13:57,?,A,F,266,535,18.8,25.4,223,CH
578,10,18,2000,12:21,?,I,?,403,1310,29.1,33.3,237,RT
579,10,19,2000,10:10,?,I,?,375,950,26.9,30.1,210,RT
580,10,19,2000,13:35,?,A,M,166,120,10.1,11.7,133,SS
581,10,20,2000,09:33,?,I,?,373,975,26.1,27.9,215,RT
582,10,20,2000,09:58,?,I,?,373,990,27.9,31,217,RT
583,10,20,2000,11:08,?,A,M,170,110,11.4,121,135,SS
584,10,20,2000,12:35,?,A,?,373,1270,26.5,29.6,207,RT
585,10,20,2000,14:45,?,I,?,354,960,26,31,211,RT
586,10,20,2000,11:35,?,I,?,394,1290,28.8,30.7,225,RT
587,10,21,2000,12:07,?,I,M,165,95,10.2,11.6,131,SS
588,10,21,2000,13:07,?,A,F,261,505,19.2,25.1,203,CH
589,10,21,2000,13:12,?,I,?,377,1045,26.9,31.5,223,RT
590,10,25,2000,12:50,?,I,?,364,1090,27.1,30.3,218,RT
591,10,25,2000,14:30,?,I,?,385,1180,28.6,30,222,RT
592,10,26,2000,15:03,?,I,?,390,1195,27.6,34.7,235,RT
593,10,26,2000,12:14,?,A,?,383,1055,27.7,32.7,208,RT
594,10,26,2000,14:28,?,I,?,365,1025,26.1,30.3,216,RT
595,10,27,2000,12:14,?,I,F,201,175,12,14.8,157,SS
596,10,27,2000,13:38,?,I,?,376,940,25.1,31.7,217,RT
597,10,27,2000,09:48,?,A,?,402,1335,28.3,33.3,219,RT
598,10,29,2000,11:46,?,I,?,394,1085,29.4,32.7,235,RT
599,10,29,2000,12:38,?,I,M,223,375,16.2,20.7,185,CH
600,10,30,2000,14:12,?,A,?,378,1090,28,30.9,212,RT
601,11,1,2000,14:27,?,I,?,369,995,26,28.2,211,RT
602,11,1,2000,14:45,?,A,?,378,1090,28,30.7,201,RT
603,11,2,2000,09:22,?,A,?,262,1020,28,31.2,200,RT
604,11,2,2000,13:57,?,I,M,165,100,10.6,12.1,137,SS
605,11,2,2000,14:12,?,A,?,379,1000,28.6,32.2,217,RT
606,11,3,2000,12:51,?,I,?,380,1085,27.4,33.3,223,RT
607,11,4,2000,13:45,?,A,?,380,1045,24.9,27,199,RT
608,11,4,2000,09:21,?,I,?,393,1060,27.7,32.4,217,RT
609,11,4,2000,10:53,?,A,?,389,1135,27.1,32.1,207,RT
610,11,8,2000,12:53,?,I,?,395,1210,28.5,28.5,222,RT
611,11,12,2000,10:49,?,I,F,207,185,13,14.3,163,SS
612,11,14,2000,13:15,?,I,?,367,965,24.8,24.1,217,RT
613,11,14,2000,14:49,?,A,?,368,905,26.8,27,200,RT
614,11,18,2000,09:45,?,I,?,377,1125,25.3,29.5,220,RT
615,11,20,2000,13:36,?,I,?,374,950,27.2,29.8,216,RT
616,11,21,2000,11:20,?,A,?,385,1195,27.3,30.9,216,RT
617,9,3,2001,12:08,?,I,?,363,1005,25,31.6,222,RT
618,9,9,2001,13:16,?,I,M,164,95,11.4,130,136,SS
619,9,10,2001,09:55,?,A,F,199,175,12.3,15,142,SS
620,9,10,2001,10:28,?,I,?,378,995,26.2,30,213,RT
621,9,12,2001,12:47,?,I,F,200,165,12.1,14.2,154,SS
622,9,12,2001,09:42,?,I,?,405,1170,29.25,39.8,226,RT
623,9,13,2001,11:20,?,I,F,194,145,12,14.6,156,SS
624,9,13,2001,13:10,?,I,F,190,175,12.4,15.2,160,SS
625,9,13,2001,13:24,?,I,F,195,170,13.1,14.8,149,SS
626,9,14,2001,10:31,?,I,M,161,105,10.3,11.2,131,SS
627,9,14,2001,13:50,?,I,M,168,95,10,11.4,137,SS
628,9,14,2001,11:40,?,I,M,160,95,9.8,10.8,126,SS
629,9,16,2001,11:57,?,I,?,392,1085,31.2,34.6,210,RT
630,9,19,2001,10:47,?,I,F,201,165,12.3,14.8,165,SS
631,9,19,2001,11:15,?,I,?,395,1115,27.4,32.7,235,RT
632,9,20,2001,12:03,?,I,?,390,1195,27.6,33,222,RT
633,9,22,2001,13:30,?,I,M,161,100,9.8,11.9,129,SS
634,9,22,2001,11:51,?,A,M,230,365,16.9,23.55,192,CH
635,9,22,2001,09:39,?,I,F,192,170,11.9,9.5,156,SS
636,9,24,2001,14:05,?,I,M,156,90,9.8,11.3,135,SS
637,9,24,2001,11:03,?,I,M,158,95,10.7,11.1,129,SS
638,9,26,2001,11:35,?,I,M,167,115,9.8,11.4,131,SS
639,9,26,2001,10:20,?,I,F,199,155,11.9,14.5,160,SS
640,9,27,2001,11:00,?,I,F,320,229,17,21,195,CH
641,9,30,2001,13:03,?,A,?,389,1165,29,33.1,223,RT
642,10,2,2001,10:35,?,I,M,227,155,17.1,21,192,CH
643,10,2,2001,13:05,?,A,M,230,340,16.1,20.2,198,CH
644,10,3,2001,13:55,?,A,F,199,180,12,15.5,152,SS
645,10,5,2001,14:00,?,I,?,378,235,25.4,30.7,223,RT
646,10,9,2001,10:11,?,I,M,164,105,10.2,11.2,132,SS
647,10,9,2001,11:55,?,A,?,385,1085,27.5,30.8,216,RT
648,10,14,2001,12:50,?,I,?,369,970,26.1,30.4,207,RT
649,10,14,2001,09:45,?,I,?,378,1030,28.5,31.9,218,RT
650,10,14,2001,10:45,?,I,?,373,1015,25.5,29.6,215,RT
651,10,14,2001,14:57,?,A,?,419,1030,29.2,31.5,224,RT
652,10,14,2001,12:50,?,I,?,414,1215,26.4,29.2,242,RT
653,10,15,2001,14:20,?,A,F,203,185,13.5,14.2,157,SS
654,10,17,2001,10:15,?,A,M,162,95,10.2,11,119,SS
655,10,17,2001,12:20,?,I,M,165,95,10,11,130,SS
656,10,17,2001,13:40,?,A,M,161,95,9.7,11,124,SS
657,10,17,2001,12:33,?,I,M,161,110,10.1,11.8,130,SS
658,10,17,2001,11:00,?,I,?,404,1170,28.4,32.8,237,RT
659,10,17,2001,13:15,?,I,M,165,105,10.4,11.2,140,SS
660,10,17,2001,10:29,?,A,F,199,175,12.8,14.5,159,SS
661,10,18,2001,14:29,?,I,M,171,95,10.9,11.7,138,SS
662,10,18,2001,13:25,?,A,F,213,190,13.7,15.2,159,SS
663,10,18,2001,14:58,?,A,M,169,105,10.2,11.8,136,SS
664,10,18,2001,09:36,?,I,?,379,1435,27.4,32.7,221,RT
665,10,18,2001,10:27,?,I,?,407,1235,30.1,35.8,243,RT
666,10,18,2001,11:52,?,I,?,376,1055,29.5,32.2,222,RT
667,10,18,2001,12:20,?,I,?,380,1105,22,30.8,208,RT
668,10,18,2001,14:12,?,A,M,172,120,9.8,11.8,132,SS
669,10,18,2001,13:20,?,I,?,408,1390,28.4,32.7,245,RT
670,10,19,2001,09:50,?,A,M,167,105,10.3,10.8,131,SS
671,10,19,2001,10:36,?,A,?,374,1080,26.5,31.3,206,RT
672,10,21,2001,10:58,?,I,?,376,910,26.1,32.2,220,RT
673,10,23,2001,11:35,?,I,F,258,490,18,24.2,214,CH
674,10,23,2001,12:59,?,I,?,370,845,25,27.4,217,RT
675,10,23,2001,13:48,?,A,F,202,175,13.3,14.9,162,SS
676,10,25,2001,14:03,?,I,?,363,865,25.6,27.3,210,RT
677,10,25,2001,09:24,?,A,F,200,180,11.9,13.5,163,SS
678,10,25,2001,09:58,?,I,?,372,2030,26.2,30.2,196,RT
679,10,25,2001,10:11,?,A,?,378,960,24.6,30,206,RT
680,10,26,2001,10:35,?,A,F,254,515,19.5,23.8,218,CH
681,10,26,2001,12:00,?,I,?,361,970,26.3,30.7,218,RT
682,10,28,2001,12:42,?,A,?,389,1265,26.6,30.6,210,RT
683,10,28,2001,13:56,?,A,?,404,1300,29.4,32.8,224,RT
684,10,31,2001,14:29,?,I,F,195,170,12.9,14.7,154,SS
685,11,1,2001,15:30,?,I,F,203,191,13.5,15.5,161,SS
686,11,1,2001,11:53,?,A,F,253,540,19.1,22.6,209,CH
687,11,2,2001,12:42,?,I,F,199,185,12,14.9,157,SS
688,11,3,2001,12:48,?,I,F,194,165,11.9,14.4,158,SS
689,11,3,2001,10:55,?,A,F,196,205,12.2,14,156,SS
690,11,5,2001,12:24,?,I,M,168,95,10.4,12.1,133,SS
691,11,6,2001,12:55,?,A,?,395,1170,25.8,30.5,218,RT
692,11,7,2001,10:29,?,I,?,368,1075,27.7,31.7,213,RT
693,11,7,2001,11:04,?,I,F,210,200,12.1,15.3,165,SS
694,11,9,2001,11:50,?,I,?,401,965,25.8,29.1,235,RT
695,11,9,2001,12:55,?,I,?,355,785,22.7,25,206,RT
696,11,10,2001,12:20,?,A,?,377,1095,25.6,31.7,206,RT
697,11,11,2001,13:00,?,I,F,197,160,12,14.7,153,SS
698,11,14,2001,10:46,?,I,M,171,95,9.1,11.5,135,SS
699,11,19,2001,11:37,?,A,?,277,1500,29.7,32.1,207,RT
700,11,19,2001,13:30,?,A,?,435,1595,27.4,34.5,230,RT
701,9,4,2002,11:45,?,I,?,372,985,25.4,31,224,RT
702,9,5,2002,13:45,?,A,F,260,565,20,24.2,216,CH
703,9,8,2002,09:41,?,I,?,390,240,25.2,29.3,218,RT
704,9,8,2002,13:58,?,I,?,359,875,26,31.1,215,RT
705,9,10,2002,14:23,?,I,?,393,1225,29,33.4,226,RT
706,9,12,2002,14:40,?,I,?,402,1255,30.6,34.6,242,RT
707,9,12,2002,13:05,?,I,?,362,950,26.8,30.7,212,RT
708,9,13,2002,11:15,?,I,M,227,330,16,18.5,193,CH
709,9,16,2002,13:15,?,A,?,359,895,27.5,30.1,201,RT
710,9,17,2002,09:40,?,I,M,155,100,9.8,12,129,SS
711,9,18,2002,10:40,?,I,F,261,455,17.1,26.8,216,CH
712,9,19,2002,10:27,?,I,M,160,90,10.3,11.5,132,SS
713,9,19,2002,09:44,?,I,M,166,105,11.3,11.4,131,SS
714,9,21,2002,10:04,?,I,?,362,1305,28.2,34.3,234,RT
715,9,22,2002,09:48,?,I,?,375,975,27.2,31.8,220,RT
716,9,22,2002,14:05,?,I,?,388,1185,28.9,34.3,225,RT
717,9,22,2002,10:00,?,I,?,392,1030,26.1,30.5,214,RT
718,9,22,2002,12:45,?,I,?,412,1215,28.7,34.1,230,RT
719,9,23,2002,12:20,?,I,?,371,1075,26.9,32.8,220,RT
720,9,23,2002,12:44,?,A,F,255,960,19.7,42.8,200,CH
721,9,24,2002,12:39,?,I,?,391,795,24.3,27.6,209,RT
722,9,24,2002,10:13,?,I,F,190,180,12.2,14.2,156,SS
723,9,25,2002,11:51,?,I,?,385,1225,27.8,32,225,RT
724,9,25,2002,12:55,?,I,M,166,110,10,11.9,139,SS
725,9,26,2002,13:14,?,A,F,197,165,12.2,14.9,159,SS
726,9,29,2002,11:20,?,I,?,370,920,26.3,32,226,RT
727,9,29,2002,12:08,?,I,F,190,170,12,15,154,SS
728,9,29,2002,09:30,?,I,?,400,1315,29.6,34,230,RT
729,9,29,2002,12:01,?,I,M,162,100,9.4,11.1,131,SS
730,9,30,2002,13:38,?,I,F,194,155,12.5,14.5,156,SS
731,9,30,2002,10:50,?,I,?,395,1155,29.9,34.4,233,RT
732,9,30,2002,11:57,?,I,?,403,1160,29,32.3,235,RT
733,10,3,2002,13:47,?,I,?,386,955,27.9,30.4,226,RT
734,10,4,2002,14:29,?,A,F,193,190,13.1,14.9,145,SS
735,10,4,2002,13:15,?,A,F,203,180,13.8,14.7,156,SS
736,10,5,2002,14:23,?,A,M,159,90,10,11.5,130,SS
737,10,5,2002,12:50,?,I,M,163,100,9.8,11.7,130,SS
738,10,5,2002,13:26,?,A,M,191,190,12.4,14.8,147,SS
739,10,5,2002,12:36,?,I,M,166,105,10.3,12,141,SS
740,10,5,2002,14:05,?,I,?,361,1030,27,30.5,231,RT
741,10,5,2002,10:49,?,A,F,260,565,19.7,54.5,205,CH
742,10,6,2002,10:10,?,A,M,234,380,12.4,21.9,192,CH
743,10,6,2002,10:50,?,I,?,377,1040,28.1,30.9,225,RT
744,10,6,2002,12:52,?,I,?,361,910,24.3,27.5,205,RT
745,10,6,2002,13:06,?,I,?,375,1005,26,32.5,226,RT
746,10,6,2002,11:26,?,I,F,193,180,11.9,14.3,156,SS
747,10,7,2002,11:45,?,I,F,196,175,12.4,15.6,153,SS
748,10,7,2002,12:46,?,I,M,159,105,9.8,11,131,SS
749,10,7,2002,09:58,?,I,F,192,190,11.8,14.2,155,SS
750,10,7,2002,09:53,?,I,?,401,1250,28.2,35.3,230,RT
751,10,8,2002,15:15,?,I,F,198,185,12.6,15.2,165,SS
752,10,10,2002,08:34,?,I,?,407,1275,27.5,33.7,238,RT
753,10,10,2002,09:59,?,I,M,162,105,9.8,12.5,132,SS
754,10,11,2002,10:34,?,A,F,169,640,16.7,23.6,233,CH
755,10,11,2002,13:08,?,I,M,168,100,10.5,10.7,135,SS
756,10,13,2002,13:30,?,A,M,168,105,10.7,11.6,134,SS
757,10,13,2002,14:27,?,A,M,223,390,15.9,20.6,181,CH
758,10,13,2002,09:48,?,I,?,375,1030,26.9,31.3,217,RT
759,10,13,2002,10:43,?,A,?,406,1290,29.3,33.3,227,RT
760,10,14,2002,12:03,?,I,?,386,1020,26.9,31.6,230,RT
761,10,14,2002,12:34,?,A,M,160,105,9.9,11.4,136,SS
762,10,14,2002,14:56,?,I,?,378,1055,26.5,29.9,217,RT
763,10,14,2002,09:40,?,A,F,193,185,12.3,14.8,154,SS
764,10,17,2002,13:25,?,I,?,379,1010,25,29.3,216,RT
765,10,18,2002,13:25,?,I,?,364,1015,24.9,29.5,215,RT
766,10,18,2002,13:29,?,A,?,350,1115,29.5,30.3,199,RT
767,10,18,2002,14:40,?,I,?,380,1320,26.7,31.6,210,RT
768,10,19,2002,11:36,?,A,?,395,1180,30.3,33.4,217,RT
769,10,19,2002,12:46,?,I,?,372,1145,25.9,32.2,212,RT
770,10,19,2002,11:23,?,I,?,376,995,28,30.2,223,RT
771,10,20,2002,14:50,?,I,?,367,1045,26.1,30.5,215,RT
772,10,21,2002,09:38,?,I,M,230,340,16,19.5,196,CH
773,10,21,2002,10:00,?,I,?,366,935,25.7,27.1,218,RT
774,10,23,2002,10:42,?,I,?,386,1065,26.1,31,221,RT
